season,type,recipe_id,name,total_reviews,valid_reviews,median_reviews_type_season
Spring,dessert,5170,pete s scratch pancakes,181,169.0,61.5
Spring,dessert,77397,kittencal s 5 minute cinnamon flop brunch cake,164,161.0,61.5
Spring,dessert,73825,why i joined zaar carrot cake,151,145.0,61.5
Spring,dessert,43509,crumb topped banana muffins,144,139.0,61.5
Spring,dessert,97496,soft snickerdoodle cookies,134,118.0,61.5
Spring,dessert,2496,dark chocolate cake,132,124.0,61.5
Spring,dessert,76864,tsr 1993 version of cinnabon cinnamon rolls by todd wilbur,128,114.0,61.5
Spring,dessert,89207,kittencal s chocolate frosting icing,126,121.0,61.5
Spring,dessert,132263,5 minute vegan pancakes,118,100.0,61.5
Spring,dessert,29679,reeses squares   5 ingredients   no bake  reese s,115,112.0,61.5
Spring,dessert,121490,strawberries   cream bread  strawberry or blueberry,111,106.0,61.5
Spring,dessert,349246,microwave chocolate mug brownie,110,98.0,61.5
Spring,dessert,26370,the only chocolate cake recipe you ll ever need   devil s food,107,101.0,61.5
Spring,dessert,31750,the best ever waffles,107,93.0,61.5
Spring,dessert,90674,denny s style french toast,107,101.0,61.5
Spring,dessert,69630,white almond sour cream wedding cake,106,97.0,61.5
Spring,dessert,24672,the ultimate strawberry shortcake,105,99.0,61.5
Spring,dessert,50719,the sweetest blueberry muffins,101,93.0,61.5
Spring,dessert,32614,fudge crinkles  a great 4 ingredient cake mix cookie,100,96.0,61.5
Spring,dessert,66596,kittencal s famous greek salad,99,94.0,61.5
Spring,dessert,205890,soft peanut butter cookies,99,82.0,61.5
Spring,dessert,71373,country white bread or dinner rolls  bread machine,95,84.0,61.5
Spring,dessert,27144,chocolate  chocolate  chocolate  bundt cake with chocolate glaze,93,89.0,61.5
Spring,dessert,133751,restaurant teriyaki sauce,92,82.0,61.5
Spring,dessert,35393,berry smash muffins  strawberry muffins,92,86.0,61.5
Spring,dessert,114392,ultimate pizza sauce,92,83.0,61.5
Spring,dessert,178370,simple vanilla cupcakes,84,73.0,61.5
Spring,dessert,8739,wholly guacamole,83,82.0,61.5
Spring,dessert,54351,best oatmeal cookies,81,74.0,61.5
Spring,dessert,222188,vanilla  buttercream frosting  from sprinkles cupcakes,80,77.0,61.5
Spring,dessert,80413,homemade hamburger buns  bread machine,80,76.0,61.5
Spring,dessert,66575,fruit salad with pudding,80,77.0,61.5
Spring,dessert,63071,the best belgian waffles,79,68.0,61.5
Spring,dessert,67733,strawberry coffee cake,77,74.0,61.5
Spring,dessert,515167,simply irresistible tropical potato salad  sp5,74,73.0,61.5
Spring,dessert,19424,banana chocolate chip muffins,71,68.0,61.5
Spring,dessert,106251,roasted cauliflower   16 roasted cloves of garlic,70,65.0,61.5
Spring,dessert,80470,bakery style chewy chocolate chip cookies,68,64.0,61.5
Spring,dessert,15072,perfect chocolate brownies,68,66.0,61.5
Spring,dessert,102617,kittencal s famous coleslaw,68,64.0,61.5
Spring,dessert,15411,impossible peanut butter cookies,67,61.0,61.5
Spring,dessert,87925,kittencal s extreme chocolate brownies,65,64.0,61.5
Spring,dessert,12591,angel food cake   homemade,65,58.0,61.5
Spring,dessert,105594,mom s chocolate cupcakes,63,60.0,61.5
Spring,dessert,110506,the best apple pie muffins ever,62,56.0,61.5
Spring,dessert,66241,buttermilk pancakes,61,57.0,61.5
Spring,dessert,41156,strawberry shortcake a la treebeard s,61,61.0,61.5
Spring,dessert,65340,buttery bread machine rolls,59,55.0,61.5
Spring,dessert,42094,texas red enchilada sauce,59,55.0,61.5
Spring,dessert,100727,thick  soft  and chewy chocolate chip cookies,59,55.0,61.5
Spring,dessert,93946,rhubarb crisp,58,52.0,61.5
Spring,dessert,59336,tzatziki,58,56.0,61.5
Spring,dessert,82486,very moist banana nut bread,58,55.0,61.5
Spring,dessert,66703,big grandma s best peanut butter cookies,57,54.0,61.5
Spring,dessert,26849,world s best chocolate chip cookies,57,54.0,61.5
Spring,dessert,14569,strawberry strawberry pie from the really good food cook book,57,54.0,61.5
Spring,dessert,116849,kittencal s famous caesar salad,57,56.0,61.5
Spring,dessert,183081,40 minute hamburger buns,54,50.0,61.5
Spring,dessert,38966,quick yellow cake,54,52.0,61.5
Spring,dessert,89751,kittencal s easy one bowl vanilla cupcakes,54,50.0,61.5
Spring,dessert,216350,linda s cheesecake stuffed strawberries,53,52.0,61.5
Spring,dessert,19678,lee lee s famous chocolate sauce for ice cream,52,48.0,61.5
Spring,dessert,69407,chocolate chocolate chip sour cream banana bread,52,50.0,61.5
Spring,dessert,8603,easy banana muffins,51,41.0,61.5
Spring,dessert,112683,white chocolate chip cranberry oatmeal cookies,50,46.0,61.5
Spring,dessert,139518,magnolia bakery s vanilla birthday cake and frosting,50,48.0,61.5
Spring,dessert,53301,chewy double chocolate chip cookies,49,44.0,61.5
Spring,dessert,10125,soft batch chocolate chip cookies,49,48.0,61.5
Spring,dessert,25723,tiny cinnamon rolls,49,48.0,61.5
Spring,dessert,29935,1 pan fudge cake,49,48.0,61.5
Spring,dessert,14979,old fashioned banana cream pie,48,46.0,61.5
Spring,dessert,38953,our favourite lemon loaf,48,45.0,61.5
Spring,dessert,36970,fresh strawberry cake,48,44.0,61.5
Spring,dessert,11763,easy lemon pound cake,48,46.0,61.5
Spring,dessert,48532,peanut butter chocolate chunk cookies,47,47.0,61.5
Spring,dessert,486641,moist   delicious banana nut bread,47,38.0,61.5
Spring,dessert,132546,kittencal s chinese chicken balls with sweet and sour sauce,47,46.0,61.5
Spring,dessert,82925,edna s apple crumble  aka  apple crisp,47,46.0,61.5
Spring,dessert,87864,super peanut butter filled brownies,47,47.0,61.5
Spring,dessert,35889,tasty buns,47,47.0,61.5
Spring,dessert,100526,sweet  creamy coleslaw,47,47.0,61.5
Spring,dessert,11345,grandma s soft sugar cookies,46,39.0,61.5
Spring,dessert,24088,strawberry julius,45,44.0,61.5
Spring,dessert,52104,excellent carrot cake,44,43.0,61.5
Spring,dessert,125633,cream cheese cinnamon crescents,44,42.0,61.5
Spring,dessert,261889,kittencal s buttery cut out sugar cookies w  icing that hardens,44,44.0,61.5
Spring,dessert,110683,basic batter waffles,44,43.0,61.5
Spring,dessert,96475,hot dog hamburger buns rolls cinnamon buns dough cycle a b m,43,40.0,61.5
Spring,dessert,29413,chocolate covered strawberries,43,42.0,61.5
Spring,dessert,76491,thick chocolate pudding,43,42.0,61.5
Spring,dessert,30946,granny s banana cream pie,43,42.0,61.5
Spring,dessert,31128,yummy crunchy apple pie,43,42.0,61.5
Spring,dessert,80118,kittencal s bakery buttercream  frosting icing,43,43.0,61.5
Spring,dessert,8972,waldorf astoria red velvet cake,43,38.0,61.5
Spring,dessert,57679,sandra s key lime pie,43,40.0,61.5
Summer,dessert,2886,best banana bread,435,385.0,60.5
Summer,dessert,67256,best ever banana cake with cream cheese frosting,338,303.0,60.5
Summer,dessert,32204,whatever floats your boat  brownies,275,263.0,60.5
Summer,dessert,50719,the sweetest blueberry muffins,235,220.0,60.5
Summer,dessert,25885,banana banana bread,194,186.0,60.5
Summer,dessert,29679,reeses squares   5 ingredients   no bake  reese s,193,188.0,60.5
Summer,dessert,26110,southern buttermilk biscuits,170,153.0,60.5
Summer,dessert,5170,pete s scratch pancakes,158,151.0,60.5
Summer,dessert,77397,kittencal s 5 minute cinnamon flop brunch cake,151,150.0,60.5
Summer,dessert,43509,crumb topped banana muffins,148,142.0,60.5
Summer,dessert,2496,dark chocolate cake,127,119.0,60.5
Summer,dessert,97496,soft snickerdoodle cookies,124,109.0,60.5
Summer,dessert,89207,kittencal s chocolate frosting icing,123,113.0,60.5
Summer,dessert,132263,5 minute vegan pancakes,120,104.0,60.5
Summer,dessert,66596,kittencal s famous greek salad,115,110.0,60.5
Summer,dessert,31750,the best ever waffles,112,103.0,60.5
Summer,dessert,90674,denny s style french toast,108,102.0,60.5
Summer,dessert,73825,why i joined zaar carrot cake,107,104.0,60.5
Summer,dessert,71109,fresh blueberry cobbler,101,92.0,60.5
Summer,dessert,32614,fudge crinkles  a great 4 ingredient cake mix cookie,97,96.0,60.5
Summer,dessert,114392,ultimate pizza sauce,93,88.0,60.5
Summer,dessert,69630,white almond sour cream wedding cake,92,83.0,60.5
Summer,dessert,121490,strawberries   cream bread  strawberry or blueberry,90,88.0,60.5
Summer,dessert,26370,the only chocolate cake recipe you ll ever need   devil s food,89,82.0,60.5
Summer,dessert,76864,tsr 1993 version of cinnabon cinnamon rolls by todd wilbur,89,78.0,60.5
Summer,dessert,63071,the best belgian waffles,89,78.0,60.5
Summer,dessert,15072,perfect chocolate brownies,86,79.0,60.5
Summer,dessert,24672,the ultimate strawberry shortcake,85,83.0,60.5
Summer,dessert,15411,impossible peanut butter cookies,83,81.0,60.5
Summer,dessert,19424,banana chocolate chip muffins,80,77.0,60.5
Summer,dessert,18693,zucchini chocolate cake,80,80.0,60.5
Summer,dessert,205890,soft peanut butter cookies,79,61.0,60.5
Summer,dessert,349246,microwave chocolate mug brownie,79,72.0,60.5
Summer,dessert,133751,restaurant teriyaki sauce,78,74.0,60.5
Summer,dessert,51537,my no roll pie crust,77,71.0,60.5
Summer,dessert,27144,chocolate  chocolate  chocolate  bundt cake with chocolate glaze,76,73.0,60.5
Summer,dessert,51997,awesome blueberry muffins,76,69.0,60.5
Summer,dessert,8739,wholly guacamole,73,69.0,60.5
Summer,dessert,128952,cake batter ice cream,72,68.0,60.5
Summer,dessert,66703,big grandma s best peanut butter cookies,72,69.0,60.5
Summer,dessert,66575,fruit salad with pudding,72,68.0,60.5
Summer,dessert,42094,texas red enchilada sauce,71,68.0,60.5
Summer,dessert,26111,blackberry cobbler,70,66.0,60.5
Summer,dessert,66241,buttermilk pancakes,68,66.0,60.5
Summer,dessert,102617,kittencal s famous coleslaw,68,65.0,60.5
Summer,dessert,71373,country white bread or dinner rolls  bread machine,67,65.0,60.5
Summer,dessert,76491,thick chocolate pudding,65,63.0,60.5
Summer,dessert,82925,edna s apple crumble  aka  apple crisp,64,59.0,60.5
Summer,dessert,87925,kittencal s extreme chocolate brownies,62,61.0,60.5
Summer,dessert,183081,40 minute hamburger buns,61,57.0,60.5
Summer,dessert,94532,old fashioned blueberry muffins,60,59.0,60.5
Summer,dessert,178370,simple vanilla cupcakes,60,47.0,60.5
Summer,dessert,116236,creamy cucumber salad,59,55.0,60.5
Summer,dessert,117026,tons of blueberry coffee cake,58,56.0,60.5
Summer,dessert,116849,kittencal s famous caesar salad,58,56.0,60.5
Summer,dessert,222188,vanilla  buttercream frosting  from sprinkles cupcakes,58,54.0,60.5
Summer,dessert,31128,yummy crunchy apple pie,58,54.0,60.5
Summer,dessert,82486,very moist banana nut bread,57,56.0,60.5
Summer,dessert,54351,best oatmeal cookies,56,50.0,60.5
Summer,dessert,35393,berry smash muffins  strawberry muffins,55,53.0,60.5
Summer,dessert,153642,easy moist banana blueberry muffins,55,53.0,60.5
Summer,dessert,12591,angel food cake   homemade,54,52.0,60.5
Summer,dessert,14979,old fashioned banana cream pie,53,46.0,60.5
Summer,dessert,106251,roasted cauliflower   16 roasted cloves of garlic,52,50.0,60.5
Summer,dessert,92016,cinnamon swirl quick bread,52,52.0,60.5
Summer,dessert,125399,french toast sticks   oamc,50,47.0,60.5
Summer,dessert,67293,my grandmother s fresh peach cobbler,50,47.0,60.5
Summer,dessert,74048,puppy chow or monkey munch,50,40.0,60.5
Summer,dessert,132546,kittencal s chinese chicken balls with sweet and sour sauce,49,46.0,60.5
Summer,dessert,24618,peaches   cream pie,49,44.0,60.5
Summer,dessert,4861,cherry pie,49,46.0,60.5
Summer,dessert,80413,homemade hamburger buns  bread machine,49,46.0,60.5
Summer,dessert,11345,grandma s soft sugar cookies,49,44.0,60.5
Summer,dessert,93946,rhubarb crisp,48,43.0,60.5
Summer,dessert,57679,sandra s key lime pie,48,45.0,60.5
Summer,dessert,128494,simple peach pie,48,44.0,60.5
Summer,dessert,293243,quick cinnamon rolls   no yeast,48,38.0,60.5
Summer,dessert,110506,the best apple pie muffins ever,48,45.0,60.5
Summer,dessert,17254,sweet pickled banana peppers,48,37.0,60.5
Summer,dessert,30946,granny s banana cream pie,46,45.0,60.5
Summer,dessert,486641,moist   delicious banana nut bread,46,31.0,60.5
Summer,dessert,115432,whole wheat honey banana muffins,46,45.0,60.5
Summer,dessert,80118,kittencal s bakery buttercream  frosting icing,45,45.0,60.5
Summer,dessert,51257,blueberry sour cream pie,45,43.0,60.5
Summer,dessert,37425,fresh peach brown sugar pie,45,45.0,60.5
Summer,dessert,51104,peanut butter chocolate chip cookies,45,43.0,60.5
Summer,dessert,110683,basic batter waffles,45,44.0,60.5
Summer,dessert,26849,world s best chocolate chip cookies,44,40.0,60.5
Summer,dessert,136589,best apple cake,44,43.0,60.5
Summer,dessert,24796,strawberry cheesecake ice cream  for electric ice cream machine,44,39.0,60.5
Summer,dessert,100727,thick  soft  and chewy chocolate chip cookies,44,40.0,60.5
Summer,dessert,108248,nestle toll house chocolate chip pan cookie,43,40.0,60.5
Summer,dessert,24088,strawberry julius,43,43.0,60.5
Summer,dessert,31804,sue b s chocolate cake,43,42.0,60.5
Summer,dessert,91644,amanda s cheese pound cake,42,40.0,60.5
Summer,dessert,65340,buttery bread machine rolls,42,38.0,60.5
Summer,dessert,48013,amy s chocolate chip zucchini bread,42,38.0,60.5
Summer,dessert,19678,lee lee s famous chocolate sauce for ice cream,42,37.0,60.5
Summer,dessert,40235,homemade blackberry jam,42,35.0,60.5
Summer,dessert,98415,tsr version of ihop buttermilk pancakes by todd wilbur,42,40.0,60.5
Fall,dessert,2886,best banana bread,378,335.0,78.5
Fall,dessert,32204,whatever floats your boat  brownies,307,291.0,78.5
Fall,dessert,67256,best ever banana cake with cream cheese frosting,274,245.0,78.5
Fall,dessert,32614,fudge crinkles  a great 4 ingredient cake mix cookie,260,238.0,78.5
Fall,dessert,80156,the most wonderful gingerbread cookies,240,218.0,78.5
Fall,dessert,25885,banana banana bread,227,218.0,78.5
Fall,dessert,31128,yummy crunchy apple pie,225,220.0,78.5
Fall,dessert,97496,soft snickerdoodle cookies,211,187.0,78.5
Fall,dessert,26110,southern buttermilk biscuits,188,171.0,78.5
Fall,dessert,101104,libby s famous pumpkin pie,173,162.0,78.5
Fall,dessert,185445,best pumpkin cookies,172,160.0,78.5
Fall,dessert,46877,uncle bill s whipped shortbread cookies,169,164.0,78.5
Fall,dessert,82925,edna s apple crumble  aka  apple crisp,165,158.0,78.5
Fall,dessert,29679,reeses squares   5 ingredients   no bake  reese s,160,152.0,78.5
Fall,dessert,261889,kittencal s buttery cut out sugar cookies w  icing that hardens,160,142.0,78.5
Fall,dessert,46780,the cheesecake factory pumpkin cheesecake by todd wilbur,157,149.0,78.5
Fall,dessert,15411,impossible peanut butter cookies,155,141.0,78.5
Fall,dessert,52035,oreo balls,130,125.0,78.5
Fall,dessert,101954,utterly deadly southern pecan pie,129,116.0,78.5
Fall,dessert,76864,tsr 1993 version of cinnabon cinnamon rolls by todd wilbur,129,120.0,78.5
Fall,dessert,5170,pete s scratch pancakes,128,121.0,78.5
Fall,dessert,77397,kittencal s 5 minute cinnamon flop brunch cake,126,123.0,78.5
Fall,dessert,43509,crumb topped banana muffins,118,115.0,78.5
Fall,dessert,31750,the best ever waffles,117,107.0,78.5
Fall,dessert,71373,country white bread or dinner rolls  bread machine,117,116.0,78.5
Fall,dessert,65340,buttery bread machine rolls,112,101.0,78.5
Fall,dessert,89207,kittencal s chocolate frosting icing,110,102.0,78.5
Fall,dessert,28758,best ever pumpkin pie,110,106.0,78.5
Fall,dessert,2496,dark chocolate cake,109,103.0,78.5
Fall,dessert,187362,light and fluffy pumpkin pancakes,108,105.0,78.5
Fall,dessert,73469,harvest pumpkin apple bread,107,104.0,78.5
Fall,dessert,132263,5 minute vegan pancakes,105,92.0,78.5
Fall,dessert,27144,chocolate  chocolate  chocolate  bundt cake with chocolate glaze,98,94.0,78.5
Fall,dessert,106251,roasted cauliflower   16 roasted cloves of garlic,97,96.0,78.5
Fall,dessert,90674,denny s style french toast,97,94.0,78.5
Fall,dessert,214051,tsr version of starbucks pumpkin scones by todd wilbur,96,86.0,78.5
Fall,dessert,69983,pumpkin cake bars with cream cheese frosting,95,91.0,78.5
Fall,dessert,51537,my no roll pie crust,95,84.0,78.5
Fall,dessert,50719,the sweetest blueberry muffins,94,90.0,78.5
Fall,dessert,112683,white chocolate chip cranberry oatmeal cookies,92,88.0,78.5
Fall,dessert,66703,big grandma s best peanut butter cookies,88,84.0,78.5
Fall,dessert,26370,the only chocolate cake recipe you ll ever need   devil s food,87,77.0,78.5
Fall,dessert,110506,the best apple pie muffins ever,86,83.0,78.5
Fall,dessert,15072,perfect chocolate brownies,85,80.0,78.5
Fall,dessert,73274,kittencal s caramel apples,85,78.0,78.5
Fall,dessert,136589,best apple cake,83,78.0,78.5
Fall,dessert,37548,harvest pumpkin cheesecake,82,80.0,78.5
Fall,dessert,80470,bakery style chewy chocolate chip cookies,81,74.0,78.5
Fall,dessert,73825,why i joined zaar carrot cake,80,76.0,78.5
Fall,dessert,149257,gingerbread  for cookies or a  gingerbread house,79,76.0,78.5
Fall,dessert,84504,kim s sweet potato casserole,78,71.0,78.5
Fall,dessert,145312,weight watchers 2 point  pumpkin muffins,78,70.0,78.5
Fall,dessert,114392,ultimate pizza sauce,77,71.0,78.5
Fall,dessert,28603,halloween party treat  candy corn and peanut mix,77,73.0,78.5
Fall,dessert,69630,white almond sour cream wedding cake,77,67.0,78.5
Fall,dessert,47326,pumpkin gooey butter cake   paula deen,74,72.0,78.5
Fall,dessert,82945,eloise s easy sugar cookies,74,57.0,78.5
Fall,dessert,93886,crock pot apple butter,73,64.0,78.5
Fall,dessert,205890,soft peanut butter cookies,72,63.0,78.5
Fall,dessert,54351,best oatmeal cookies,71,64.0,78.5
Fall,dessert,50684,world s best butter cookies,70,58.0,78.5
Fall,dessert,96514,unknownchef86 s very best dinner rolls,70,69.0,78.5
Fall,dessert,14979,old fashioned banana cream pie,69,64.0,78.5
Fall,dessert,19424,banana chocolate chip muffins,68,65.0,78.5
Fall,dessert,82486,very moist banana nut bread,68,63.0,78.5
Fall,dessert,66596,kittencal s famous greek salad,67,64.0,78.5
Fall,dessert,98869,apple or pear cake,65,64.0,78.5
Fall,dessert,10125,soft batch chocolate chip cookies,65,60.0,78.5
Fall,dessert,11345,grandma s soft sugar cookies,63,60.0,78.5
Fall,dessert,64015,sugar cookie icing,62,54.0,78.5
Fall,dessert,349246,microwave chocolate mug brownie,62,55.0,78.5
Fall,dessert,67930,spiced pumpkin waffles,61,57.0,78.5
Fall,dessert,189156,pumpkin cream cheese muffins  like starbucks,61,55.0,78.5
Fall,dessert,33869,hello dollies,60,53.0,78.5
Fall,dessert,104975,easy  festive chocolate holiday pretzels,60,59.0,78.5
Fall,dessert,133751,restaurant teriyaki sauce,60,49.0,78.5
Fall,dessert,222188,vanilla  buttercream frosting  from sprinkles cupcakes,59,53.0,78.5
Fall,dessert,139499,cranberry orange muffins,59,57.0,78.5
Fall,dessert,66241,buttermilk pancakes,58,56.0,78.5
Fall,dessert,117317,blue ridge mountains chocolate chip cookies,58,56.0,78.5
Fall,dessert,23687,mean chef s apple brine,58,56.0,78.5
Fall,dessert,13307,neiman marcus  250 chocolate chip cookies recipe,57,54.0,78.5
Fall,dessert,20431,soft  spicy  heavenly ginger cookies,56,54.0,78.5
Fall,dessert,135850,severed fingers halloween cookies,56,55.0,78.5
Fall,dessert,26205,classic pie crust  idiot proof step by step photo tutorial,55,53.0,78.5
Fall,dessert,8739,wholly guacamole,55,54.0,78.5
Fall,dessert,4573,hershey s old fashioned rich cocoa fudge,55,36.0,78.5
Fall,dessert,14499,bacardi rum cake,55,50.0,78.5
Fall,dessert,14187,melt in your mouth pumpkin bread,55,53.0,78.5
Fall,dessert,137530,easy crock pot moroccan chicken  chickpea and apricot tagine,54,49.0,78.5
Fall,dessert,14906,eggnog cookies,54,53.0,78.5
Fall,dessert,15489,peppermint candy cane bark,54,47.0,78.5
Fall,dessert,80118,kittencal s bakery buttercream  frosting icing,54,52.0,78.5
Fall,dessert,8424,kentucky apple festival apple pie,53,52.0,78.5
Fall,dessert,38041,my favorite chocolate chip cookies,53,50.0,78.5
Fall,dessert,116849,kittencal s famous caesar salad,52,51.0,78.5
Fall,dessert,48401,chocolate flan cake,52,50.0,78.5
Fall,dessert,2498,pumpkin pie crunch,52,51.0,78.5
Fall,dessert,26849,world s best chocolate chip cookies,51,43.0,78.5
Fall,dessert,100480,unbelievable apple pie,50,43.0,78.5
Winter,dessert,2886,best banana bread,424,353.0,71.0
Winter,dessert,32204,whatever floats your boat  brownies,356,338.0,71.0
Winter,dessert,67256,best ever banana cake with cream cheese frosting,344,313.0,71.0
Winter,dessert,97496,soft snickerdoodle cookies,232,219.0,71.0
Winter,dessert,25885,banana banana bread,227,217.0,71.0
Winter,dessert,26110,southern buttermilk biscuits,211,192.0,71.0
Winter,dessert,5170,pete s scratch pancakes,205,191.0,71.0
Winter,dessert,261889,kittencal s buttery cut out sugar cookies w  icing that hardens,201,192.0,71.0
Winter,dessert,32614,fudge crinkles  a great 4 ingredient cake mix cookie,195,186.0,71.0
Winter,dessert,77397,kittencal s 5 minute cinnamon flop brunch cake,186,182.0,71.0
Winter,dessert,76864,tsr 1993 version of cinnabon cinnamon rolls by todd wilbur,182,166.0,71.0
Winter,dessert,31750,the best ever waffles,171,152.0,71.0
Winter,dessert,80156,the most wonderful gingerbread cookies,171,161.0,71.0
Winter,dessert,15411,impossible peanut butter cookies,160,153.0,71.0
Winter,dessert,52035,oreo balls,156,150.0,71.0
Winter,dessert,89207,kittencal s chocolate frosting icing,151,148.0,71.0
Winter,dessert,2496,dark chocolate cake,148,143.0,71.0
Winter,dessert,50719,the sweetest blueberry muffins,140,121.0,71.0
Winter,dessert,132263,5 minute vegan pancakes,139,127.0,71.0
Winter,dessert,106251,roasted cauliflower   16 roasted cloves of garlic,138,138.0,71.0
Winter,dessert,43509,crumb topped banana muffins,130,125.0,71.0
Winter,dessert,90674,denny s style french toast,129,120.0,71.0
Winter,dessert,29679,reeses squares   5 ingredients   no bake  reese s,128,125.0,71.0
Winter,dessert,71373,country white bread or dinner rolls  bread machine,125,119.0,71.0
Winter,dessert,73825,why i joined zaar carrot cake,117,114.0,71.0
Winter,dessert,80470,bakery style chewy chocolate chip cookies,107,104.0,71.0
Winter,dessert,26370,the only chocolate cake recipe you ll ever need   devil s food,105,93.0,71.0
Winter,dessert,114392,ultimate pizza sauce,104,93.0,71.0
Winter,dessert,27144,chocolate  chocolate  chocolate  bundt cake with chocolate glaze,100,95.0,71.0
Winter,dessert,205890,soft peanut butter cookies,98,84.0,71.0
Winter,dessert,46877,uncle bill s whipped shortbread cookies,94,93.0,71.0
Winter,dessert,65340,buttery bread machine rolls,94,90.0,71.0
Winter,dessert,63071,the best belgian waffles,91,88.0,71.0
Winter,dessert,222188,vanilla  buttercream frosting  from sprinkles cupcakes,89,82.0,71.0
Winter,dessert,8739,wholly guacamole,87,85.0,71.0
Winter,dessert,15072,perfect chocolate brownies,86,78.0,71.0
Winter,dessert,31128,yummy crunchy apple pie,84,81.0,71.0
Winter,dessert,54351,best oatmeal cookies,81,69.0,71.0
Winter,dessert,146427,sweet chicken bacon wraps  paula deen,81,77.0,71.0
Winter,dessert,76491,thick chocolate pudding,80,79.0,71.0
Winter,dessert,66703,big grandma s best peanut butter cookies,79,74.0,71.0
Winter,dessert,133751,restaurant teriyaki sauce,79,65.0,71.0
Winter,dessert,10125,soft batch chocolate chip cookies,78,76.0,71.0
Winter,dessert,66596,kittencal s famous greek salad,76,75.0,71.0
Winter,dessert,349246,microwave chocolate mug brownie,74,70.0,71.0
Winter,dessert,14499,bacardi rum cake,74,62.0,71.0
Winter,dessert,109685,mexican enchilada sauce,74,71.0,71.0
Winter,dessert,69630,white almond sour cream wedding cake,74,70.0,71.0
Winter,dessert,80413,homemade hamburger buns  bread machine,74,71.0,71.0
Winter,dessert,108248,nestle toll house chocolate chip pan cookie,72,65.0,71.0
Winter,dessert,48532,peanut butter chocolate chunk cookies,70,70.0,71.0
Winter,dessert,125633,cream cheese cinnamon crescents,70,69.0,71.0
Winter,dessert,66241,buttermilk pancakes,70,65.0,71.0
Winter,dessert,50684,world s best butter cookies,70,65.0,71.0
Winter,dessert,9494,red lobster cheddar bay biscuits copycat,69,67.0,71.0
Winter,dessert,15489,peppermint candy cane bark,69,67.0,71.0
Winter,dessert,112683,white chocolate chip cranberry oatmeal cookies,69,64.0,71.0
Winter,dessert,82486,very moist banana nut bread,69,63.0,71.0
Winter,dessert,25723,tiny cinnamon rolls,69,69.0,71.0
Winter,dessert,110506,the best apple pie muffins ever,68,67.0,71.0
Winter,dessert,82925,edna s apple crumble  aka  apple crisp,68,64.0,71.0
Winter,dessert,87925,kittencal s extreme chocolate brownies,67,66.0,71.0
Winter,dessert,51537,my no roll pie crust,67,66.0,71.0
Winter,dessert,89751,kittencal s easy one bowl vanilla cupcakes,66,63.0,71.0
Winter,dessert,3180,vanishing oatmeal raisin cookies,66,59.0,71.0
Winter,dessert,8972,waldorf astoria red velvet cake,64,53.0,71.0
Winter,dessert,136589,best apple cake,64,61.0,71.0
Winter,dessert,110683,basic batter waffles,63,62.0,71.0
Winter,dessert,137530,easy crock pot moroccan chicken  chickpea and apricot tagine,62,59.0,71.0
Winter,dessert,178370,simple vanilla cupcakes,62,46.0,71.0
Winter,dessert,19424,banana chocolate chip muffins,60,59.0,71.0
Winter,dessert,181106,100  whole grain wheat bread,60,52.0,71.0
Winter,dessert,42094,texas red enchilada sauce,60,59.0,71.0
Winter,dessert,8603,easy banana muffins,60,50.0,71.0
Winter,dessert,139518,magnolia bakery s vanilla birthday cake and frosting,60,58.0,71.0
Winter,dessert,105594,mom s chocolate cupcakes,59,55.0,71.0
Winter,dessert,26849,world s best chocolate chip cookies,58,53.0,71.0
Winter,dessert,53301,chewy double chocolate chip cookies,58,54.0,71.0
Winter,dessert,14979,old fashioned banana cream pie,57,51.0,71.0
Winter,dessert,100727,thick  soft  and chewy chocolate chip cookies,56,53.0,71.0
Winter,dessert,101041,lisa s swirled chocolate chip cookies,56,55.0,71.0
Winter,dessert,73927,any fruit fast fat free cobbler,55,55.0,71.0
Winter,dessert,64015,sugar cookie icing,54,51.0,71.0
Winter,dessert,98415,tsr version of ihop buttermilk pancakes by todd wilbur,54,52.0,71.0
Winter,dessert,38966,quick yellow cake,54,51.0,71.0
Winter,dessert,113457,tsr version of mcdonald s shamrock shake by todd wilbur,54,53.0,71.0
Winter,dessert,74048,puppy chow or monkey munch,54,50.0,71.0
Winter,dessert,11345,grandma s soft sugar cookies,54,52.0,71.0
Winter,dessert,45006,auntie s delicious soft pretzels  amish recipe,53,50.0,71.0
Winter,dessert,74086,nutella hot chocolate,53,53.0,71.0
Winter,dessert,12591,angel food cake   homemade,53,48.0,71.0
Winter,dessert,14325,fresh orange muffins,53,49.0,71.0
Winter,dessert,50722,bread machine cinnamon buns,53,47.0,71.0
Winter,dessert,293243,quick cinnamon rolls   no yeast,52,47.0,71.0
Winter,dessert,183081,40 minute hamburger buns,52,46.0,71.0
Winter,dessert,71360,quick soft breadsticks,51,49.0,71.0
Winter,dessert,104975,easy  festive chocolate holiday pretzels,50,50.0,71.0
Winter,dessert,132546,kittencal s chinese chicken balls with sweet and sour sauce,50,44.0,71.0
Winter,dessert,92016,cinnamon swirl quick bread,49,48.0,71.0
Winter,dessert,13745,jello cookies,49,45.0,71.0
Spring,boisson,20616,irish rosie s irish soda bread,59,56.0,7.0
Spring,boisson,66947,refreshing mojito  by the pitcher mojitos,40,37.0,7.0
Spring,boisson,46798,the best strawberry smoothie ever,31,28.0,7.0
